covid 19 vaccine,444
less year vaccine,71
anti vax person,70
covid19 vaccine anti,69
vaccine anti vax,69
vax person also,69
person also anti,69
also anti common,69
anti common sense,69
common sense person,69
sense person concerned,69
person concerned way,69
concerned way vaccines,69
way vaccines rushed,69
vaccines rushed market,69
rushed market less,69
market less year,69
year vaccine approval,69
vaccine approval process,69
15 years ll,69
years ll wait,69
ll wait amp,69
wait amp see,69
take covid 19,67
approval process usually,65
process usually takes,65
usually takes 15,65
takes 15 years,65
covid 19 vaccines,62
get covid 19,32
getting covid19 vaccine,28
vaccine covid 19,28
covid19 vaccine watch,27
covid 19 vaccination,27
anyone know thinking,26
know thinking getting,26
thinking getting covid19,26
vaccine watch video,26
watch video first,26
video first youtube,26
first youtube completed,26
youtube completed safety,26
completed safety efficacy,26
safety efficacy trials,26
efficacy trials manufacturer,26
trials manufacturer liability,26
manufacturer liability vaccines,26
liability vaccines use,26
vaccines use novel,26
use novel technology,26
novel technology informedconsent,26
technology informedconsent transparency,26
informedconsent transparency experimental,26
pfizer biontech covid,25
receive covid 19,24
covid19 gene based,24
gene based vaccination,24
based vaccination never,24
vaccination never tested,24
never tested animals,24
tested animals humans,24
animals humans 2016,24
humans 2016 approved,24
2016 approved use,24
approved use vaccines,24
use vaccines use,24
vaccines use part,24
use part virus,24
part virus get,24
virus get vaccine,24
get vaccine receive,24
vaccine receive part,24
receive part covid19,24
part covid19 gene,24
biontech covid 19,22
taking covid 19,22
need vaccine hoax,22
little info ple,21
info ple need,21
ple need trust,21
need trust get,21
trust get ple,21
get ple take,21
ple take vaccinations,21
take vaccinations covid,21
vaccinations covid 19,21
covid 19 killer,21
19 killer trust,21
killer trust fear,21
trust fear pls,21
fear pls neither,21
pls neither man,21
neither man crowd,21
man crowd nation,21
crowd nation trusted,21
nation trusted act,21
trusted act humanely,21
act humanely think,21
humanely think sanely,21
think sanely influence,21
sanely influence great,21
influence great fear,21
great fear bertrand,21
fear bertrand russell,21
99 survival rate,21
get vaccine first,20
long term effects,20
new variant coronavirus,20
among first receive,19
first receive covid,19
19 vaccine us,19
take covid19 vaccine,18
refuse covid 19,16
critical care nurse,15
nurse new york,15
new york among,15
york among first,15
covid 19 virus,15
getting covid 19,15
pfizer coronavirus vaccine,15
covid 19 hoax,15
care nurse new,14
take coronavirus vaccine,14
entire edifice gates,14
edifice gates foundation,14
gates foundation merkel,14
de facto forced,14
facto forced untested,14
forced untested vaccines,14
untested vaccines rests,14
vaccines rests results,14
rests results pcr,14
results pcr test,14
pcr test coronavirus,14
test coronavirus worth,14
coronavirus worth hill,14
worth hill beans,14
hill beans test,13
beans test drosten,13
test drosten less,13
drosten less scientific,13
less scientific crap,13
long term side,13
white house staff,13
vaccine save lives,13
foundation merkel gov,12
merkel gov wef,12
gov wef well,12
wef well de,12
well de facto,12
new covid 19,12
